oneShot,OSTrial,cond,shiftMag,exp,participant,group,compTrial,compensation
-28.5745049120715,39,down,-125,noisyfb,sp008,noisy,38,8.92205831391239
-5.69114944927313,79,down,-125,noisyfb,sp008,noisy,78,-12.1814703399778
21.1992890572955,82,down,-125,noisyfb,sp008,noisy,81,6.65101785604643
-19.431815951692,140,down,-125,noisyfb,sp008,noisy,139,12.3990134481421
34.7963633003918,151,down,-125,noisyfb,sp008,noisy,150,13.2368308826738
12.9917195541976,154,down,-125,noisyfb,sp008,noisy,153,7.03539206875215
12.7109870104976,188,down,-125,noisyfb,sp008,noisy,187,8.96988459621744
18.8464354679166,214,down,-125,noisyfb,sp008,noisy,213,-17.5812021776633
-6.56254774851016,223,down,-125,noisyfb,sp008,noisy,222,-19.6152252181506
8.10058156365333,226,down,-125,noisyfb,sp008,noisy,225,34.4326655102914
18.4885718929182,5,down,-125,noisyfb,sp008,noisy,4,56.5189974749162
14.7509725105633,33,down,-125,noisyfb,sp008,noisy,32,33.70157289973
22.5249080736533,50,down,-125,noisyfb,sp008,noisy,49,10.1066147092102
-13.5500451181429,94,down,-125,noisyfb,sp008,noisy,93,18.2334460855803
-2.39799113420006,131,down,-125,noisyfb,sp008,noisy,130,-11.5710347639079
-0.544764262047789,142,down,-125,noisyfb,sp008,noisy,141,17.1013307071071
26.5983316409799,201,down,-125,noisyfb,sp008,noisy,200,4.70919637186144
19.8631432352607,211,down,-125,noisyfb,sp008,noisy,210,-83.3885132031671
26.8866184747623,217,down,-125,noisyfb,sp008,noisy,216,-15.0639340430445
16.5907008363663,235,down,-125,noisyfb,sp008,noisy,234,2.66452695738484
11.2248634773514,237,down,-125,noisyfb,sp008,noisy,236,53.0225050475973
5.62423935160245,240,down,-125,noisyfb,sp008,noisy,239,-25.3959231216756
55.6572366388009,13,down,-125,noisyfb,sp008,noisy,12,16.5368065353914
18.3759796020066,31,down,-125,noisyfb,sp008,noisy,30,14.1197057027351
-7.15461704358555,45,down,-125,noisyfb,sp008,noisy,44,17.9426634914836
4.23536052930878,52,down,-125,noisyfb,sp008,noisy,51,24.4567825348746
12.0518246017001,55,down,-125,noisyfb,sp008,noisy,54,1.80756991064517
15.477557735595,69,down,-125,noisyfb,sp008,noisy,68,-0.736464983091657
-6.45005563614931,75,down,-125,noisyfb,sp008,noisy,74,-7.84284220542186
-9.22373709599027,77,down,-125,noisyfb,sp008,noisy,76,-20.0939595649417
25.0019225998336,97,down,-125,noisyfb,sp008,noisy,96,4.88308819189362
-10.7662428184974,104,down,-125,noisyfb,sp008,noisy,103,-7.41145405326418
-17.069534523381,111,down,-125,noisyfb,sp008,noisy,110,2.77553537886706
11.6068344372381,117,down,-125,noisyfb,sp008,noisy,116,15.1397797674907
12.4461312635726,158,down,-125,noisyfb,sp008,noisy,157,-12.066054701488
-25.2197973804708,192,down,-125,noisyfb,sp008,noisy,191,17.7235738577786
26.8183884077739,219,down,-125,noisyfb,sp008,noisy,218,38.1367126123625
18.7004138383219,230,down,-125,noisyfb,sp008,noisy,229,13.134296260969
21.8302584239032,21,up,125,noisyfb,sp011,noisy,20,10.1592707324305
28.3395344668618,28,up,125,noisyfb,sp011,noisy,27,28.4784391510684
42.4960291368497,30,up,125,noisyfb,sp011,noisy,29,36.1025249424062
7.62202895516611,50,up,125,noisyfb,sp011,noisy,49,17.1234759600961
-12.3257712434821,55,up,125,noisyfb,sp011,noisy,54,-22.4955500636159
10.6483037133452,60,up,125,noisyfb,sp011,noisy,59,3.38436944564962
-0.277245268066729,68,up,125,noisyfb,sp011,noisy,67,7.44313542595878
